source_row_id,original_material_label,candidate_series,response_endpoint_candidate,analysis_adsorption_type,adsorption_type_mapping_status,dom_status,response_quality_status,source_article_section,source_order_mapping_status,series_evidence
1548,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1549,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1550,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1551,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1552,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1553,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1554,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1555,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1556,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1557,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1558,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1559,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1560,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1561,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1562,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1563,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1564,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1565,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1566,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1567,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1568,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1569,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1570,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1571,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1572,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
1573,Pristine SCG biochar,isotherm_pattern,Q_e_at_equilibrium_condition,Single,raw_label_retained,observed_zero_DOM_only_source_also_reports_5_mg_L,nonnegative_capacity,2.4_isotherm,source_order_candidate_pending_table_or_figure_confirmation,source methods and contiguous workbook block order; source table/figure row IDs are not available in the XML export
